"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.522372262E1,-3.487747192E-2,1.167572021E-2,9.834698639E0,9.834767414E0
1.523374163E1,-4.520599365E-2,3.652404785E-2,9.930200043E0,9.930370108E0
1.524376062E1,-5.777984619E-2,5.643264771E-2,9.858199768E0,9.858530612E0
1.525377962E1,-6.616241455E-2,6.975494385E-2,9.767787781E0,9.768260917E0
1.526379862E1,-5.972579956E-2,6.271957397E-2,9.785301361E0,9.785684628E0
1.527381762E1,-2.903961182E-2,3.053649902E-2,9.810598755E0,9.810689257E0
1.528383662E1,-1.422042847E-2,-9.430389404E-3,9.898915100E0,9.898929806E0
1.529385563E1,-6.436614990E-3,-2.799179077E-2,9.890233154E0,9.890274861E0
1.530387462E1,7.783813477E-3,-1.616638184E-2,9.802216187E0,9.802232608E0
1.531389375E1,1.496887207E-3,-1.796264648E-2,9.773775330E0,9.773791950E0
1.532391275E1,-1.137634277E-2,-7.484436035E-4,9.799372101E0,9.799378733E0
1.533393175E1,-3.442840576E-2,1.541793823E-2,9.891430664E0,9.891502596E0
1.534395075E1,-5.149291992E-2,3.487747192E-2,9.920919342E0,9.921114280E0
1.535396975E1,-5.224136353E-2,5.718109131E-2,9.827214203E0,9.827519414E0
1.536398875E1,-5.298980713E-2,6.361770630E-2,9.775122528E0,9.775473164E0
1.537400775E1,-5.104385376E-2,4.805007935E-2,9.747430115E0,9.747682193E0
1.538402775E1,-3.951782227E-2,2.365081787E-2,9.858349457E0,9.858457031E0
1.539404675E1,-2.365081787E-2,-9.729766846E-3,9.937385101E0,9.937418009E0
1.540406575E1,-5.987548828E-4,-2.829116821E-2,9.888137512E0,9.888178002E0
1.541408475E1,-4.640350342E-3,-2.604583740E-2,9.811796265E0,9.811831932E0
1.542410375E1,-1.571731567E-2,-1.122665405E-2,9.734706573E0,9.734725735E0
1.543412275E1,-3.023712158E-2,1.466949463E-2,9.816286926E0,9.816344457E0
1.544414175E1,-4.191284180E-2,2.454895020E-2,9.890831909E0,9.890951177E0
1.545416075E1,-4.625381470E-2,3.951782227E-2,9.893825684E0,9.894012721E0
1.546417975E1,-6.511459351E-2,4.355941772E-2,9.852810974E0,9.853122420E0
1.547419875E1,-4.939727783E-2,4.385879517E-2,9.758656769E0,9.758880346E0
1.548421775E1,-3.023712158E-2,2.724334717E-2,9.783205719E0,9.783290378E0
1.549423675E1,-2.888992310E-2,2.544708252E-3,9.852960663E0,9.853003346E0
1.550425575E1,-1.107696533E-2,-1.960922241E-2,9.893376617E0,9.893402252E0
1.551427475E1,1.047821045E-3,-2.320175171E-2,9.860894165E0,9.860921516E0
1.552429375E1,-8.232879639E-3,-1.796264648E-2,9.792935486E0,9.792955420E0
1.553431275E1,-1.901046753E-2,5.538482666E-3,9.775421906E0,9.775441959E0
1.554433175E1,-4.011657715E-2,2.095642090E-2,9.837692413E0,9.837796528E0
1.555435075E1,-5.433700562E-2,4.161346436E-2,9.863139496E0,9.863376952E0
1.556436975E1,-6.256988525E-2,4.311035156E-2,9.870324554E0,9.870617017E0
1.557438875E1,-5.568420410E-2,4.460723877E-2,9.820478210E0,9.820737387E0
1.558440775E1,-4.086502075E-2,3.712280273E-2,9.779762878E0,9.779918712E0
1.559442675E1,-2.574645996E-2,1.332229614E-2,9.811047821E0,9.811090648E0
1.560444575E1,-1.526824951E-2,-1.916015625E-2,9.834249573E0,9.834280090E0
1.561446475E1,-1.781295776E-2,-3.427871704E-2,9.874815216E0,9.874890778E0
1.562448375E1,-8.232879639E-3,-1.781295776E-2,9.850715332E0,9.850734878E0
1.563450275E1,-2.065704346E-2,1.197509766E-3,9.813143463E0,9.813165278E0
1.564452175E1,-3.577560425E-2,2.080673218E-2,9.801767120E0,9.801854493E0
1.565454075E1,-4.400848389E-2,3.607498169E-2,9.821376343E0,9.821541194E0
1.566455975E1,-5.987548828E-2,3.697311401E-2,9.865833893E0,9.866084861E0
1.567457875E1,-4.849914551E-2,3.727249146E-2,9.853709106E0,9.853898952E0
1.568459775E1,-4.296066284E-2,3.308120728E-2,9.815538483E0,9.815688243E0
1.569461675E1,-3.173400879E-2,1.601669312E-2,9.804611206E0,9.804675644E0
1.570463575E1,-1.975891113E-2,-4.790039062E-3,9.810748444E0,9.810769510E0
1.571465475E1,-1.451980591E-2,-1.646575928E-2,9.846673737E0,9.846698209E0
1.572467475E1,1.945953369E-3,-4.445755005E-2,9.892777863E0,9.892877948E0
1.573469375E1,-9.729766846E-3,2.544708252E-3,9.818981323E0,9.818986474E0
1.574471275E1,-2.365081787E-2,1.377136230E-2,9.808353424E0,9.808391606E0
1.575473175E1,-3.861968994E-2,1.990859985E-2,9.805659027E0,9.805755289E0
1.576475075E1,-5.748046875E-2,4.385879517E-2,9.834848328E0,9.835114093E0
1.577476975E1,-6.466552734E-2,5.089416504E-2,9.884095917E0,9.884438474E0
1.578478875E1,-5.104385376E-2,2.963836670E-2,9.850116577E0,9.850293422E0
1.579480775E1,-4.206253052E-2,2.305206299E-2,9.809401245E0,9.809518512E0
1.580482675E1,-3.876937866E-2,2.544708252E-2,9.790241089E0,9.790350923E0
1.581484575E1,-7.334747314E-3,-9.280700684E-3,9.818681946E0,9.818689071E0
1.582486475E1,2.844085693E-3,-3.577560425E-2,9.886341248E0,9.886406387E0
1.583488375E1,-1.107696533E-2,-1.841171265E-2,9.870773621E0,9.870797007E0
1.584490275E1,-8.681945801E-3,-6.436614990E-3,9.825717316E0,9.825723260E0
1.585492175E1,-2.544708252E-2,1.197509766E-3,9.806108093E0,9.806141184E0
1.586494075E1,-4.775070190E-2,3.083587646E-2,9.805359650E0,9.805524404E0
1.587495975E1,-5.583389282E-2,3.921844482E-2,9.849517822E0,9.849754151E0
1.588497875E1,-6.122268677E-2,2.784210205E-2,9.867031403E0,9.867260618E0
1.589499775E1,-5.433700562E-2,3.218307495E-2,9.824669495E0,9.824872464E0
1.590501675E1,-4.580474854E-2,3.622467041E-2,9.820029144E0,9.820202783E0
1.591503575E1,-1.826202393E-2,1.197509766E-2,9.797426147E0,9.797450486E0
1.592505475E1,-1.661544800E-2,-1.511856079E-2,9.842033386E0,9.842059023E0
1.593507375E1,-8.831634521E-3,-1.152603149E-2,9.860295410E0,9.860306102E0
1.594509275E1,-2.140548706E-2,-5.089416504E-3,9.856702881E0,9.856727438E0
1.595511175E1,-2.095642090E-2,-1.945953369E-3,9.839039612E0,9.839062122E0
1.596513075E1,-3.906875610E-2,3.068618774E-2,9.796677704E0,9.796803665E0
1.597514975E1,-4.715194702E-2,2.814147949E-2,9.816436615E0,9.816590195E0
1.598516875E1,-4.221221924E-2,3.218307495E-2,9.832303619E0,9.832446902E0
1.599518775E1,-4.790039063E-2,3.263214111E-2,9.864935760E0,9.865106024E0
1.600520675E1,-3.996688843E-2,2.724334717E-2,9.847871246E0,9.847990030E0
1.601522575E1,-2.739303589E-2,1.541793823E-2,9.817185059E0,9.817235383E0
1.602524475E1,-2.305206299E-2,-1.646575928E-3,9.809550934E0,9.809578158E0
1.603526375E1,-1.781295776E-2,-2.544708252E-3,9.831405487E0,9.831421954E0
1.604528375E1,-1.571731567E-2,-9.729766846E-3,9.858199768E0,9.858217099E0
1.605530275E1,-2.035766602E-2,1.496887207E-4,9.861792297E0,9.861813311E0
1.606532175E1,-2.784210205E-2,1.721420288E-2,9.821526031E0,9.821580580E0
1.607534075E1,-3.263214111E-2,1.556762695E-2,9.811646576E0,9.811713191E0
1.608535975E1,-4.550537109E-2,2.948867798E-2,9.827214203E0,9.827363803E0
1.609537875E1,-4.355941772E-2,3.203338623E-2,9.833351440E0,9.833500095E0
1.610539775E1,-4.430786133E-2,2.649490356E-2,9.847721558E0,9.847856876E0
1.611541675E1,-3.442840576E-2,2.080673218E-2,9.845625916E0,9.845708096E0
1.612543575E1,-2.619552612E-2,1.811233521E-2,9.793683929E0,9.793735711E0
1.613545475E1,-2.245330811E-2,-6.735992432E-3,9.822573853E0,9.822601825E0
1.614547375E1,-1.541793823E-2,-1.197509766E-2,9.831255798E0,9.831275181E0
1.615549275E1,-2.050735474E-2,4.790039062E-3,9.840237122E0,9.840259656E0
1.616551175E1,-3.023712158E-2,8.981323242E-3,9.847272491E0,9.847323010E0
1.617553075E1,-3.577560425E-2,2.215393066E-2,9.805808716E0,9.805899003E0
1.618554975E1,-4.370910645E-2,3.008743286E-2,9.821376343E0,9.821519689E0
1.619556875E1,-5.478607178E-2,3.442840576E-2,9.833650818E0,9.833863698E0
1.620558775E1,-4.805007935E-2,2.933898926E-2,9.841135254E0,9.841296290E0
1.621560675E1,-3.682342529E-2,2.454895020E-2,9.856253815E0,9.856353173E0
1.622562575E1,-3.203338623E-2,6.586303711E-3,9.833201752E0,9.833256135E0
1.623564475E1,-2.275268555E-2,4.191284180E-3,9.818382568E0,9.818409826E0
1.624566375E1,-2.320175171E-2,-3.293151855E-3,9.823022919E0,9.823050872E0
1.625568275E1,-1.916015625E-2,-2.844085693E-3,9.840985565E0,9.841004628E0
1.626570175E1,-2.694396973E-2,1.496887207E-3,9.864187317E0,9.864224229E0
1.627572075E1,-3.353027344E-2,1.751358032E-2,9.827962646E0,9.828035449E0
1.628573975E1,-4.251159668E-2,2.484832764E-2,9.831854553E0,9.831977860E0
1.629575875E1,-3.712280273E-2,2.649490356E-2,9.836345215E0,9.836450949E0
1.630577775E1,-4.894821167E-2,2.679428101E-2,9.827812958E0,9.827971377E0
1.631579717E1,-4.206253052E-2,1.392105103E-2,9.855804749E0,9.855904337E0
1.632581617E1,-2.724334717E-2,6.137237549E-3,9.830507355E0,9.830547020E0
1.633583517E1,-3.098556519E-2,-3.592529297E-3,9.825268250E0,9.825317765E0
1.634585517E1,-2.365081787E-2,-1.347198486E-3,9.828262024E0,9.828290573E0
1.635587417E1,-2.350112915E-2,-1.945953369E-3,9.849368134E0,9.849396363E0
1.636589317E1,-2.335144043E-2,8.681945801E-3,9.852062531E0,9.852094030E0
1.637591217E1,-3.038681030E-2,1.257385254E-2,9.838889923E0,9.838944881E0
1.638593117E1,-4.041595459E-2,2.649490356E-2,9.835447083E0,9.835565807E0
1.639595017E1,-3.203338623E-2,2.035766602E-2,9.823621674E0,9.823694995E0
1.640596917E1,-3.921844482E-2,2.454895020E-2,9.824968872E0,9.825077815E0
1.641598817E1,-3.637435913E-2,2.395019531E-2,9.846673737E0,9.846770048E0
1.642600717E1,-4.296066284E-2,1.736389160E-2,9.845775604E0,9.845884641E0
1.643602617E1,-3.367996216E-2,1.197509766E-2,9.833501129E0,9.833566098E0
1.644604517E1,-2.664459229E-2,1.197509766E-3,9.823471985E0,9.823508192E0
1.645606417E1,-1.676513672E-2,1.302291870E-2,9.817484436E0,9.817507388E0
1.646608317E1,-2.529739380E-2,4.191284180E-3,9.839638367E0,9.839671779E0
1.647610217E1,-3.487747192E-2,9.131011963E-3,9.847871246E0,9.847937241E0
1.648612117E1,-3.397933960E-2,1.227447510E-2,9.839338989E0,9.839405318E0
1.649614017E1,-3.382965088E-2,2.529739380E-2,9.831854553E0,9.831945299E0
1.650615917E1,-4.311035156E-2,2.859054565E-2,9.821526031E0,9.821662258E0
1.651617817E1,-3.757186890E-2,1.691482544E-2,9.836943970E0,9.837030264E0
1.652619717E1,-3.981719971E-2,1.407073975E-2,9.835447083E0,9.835537744E0
1.653621617E1,-2.859054565E-2,8.532257080E-3,9.834998016E0,9.835043274E0
1.654623517E1,-2.963836670E-2,6.885681152E-3,9.826765137E0,9.826812245E0
1.655625417E1,-3.338058472E-2,8.083190918E-3,9.824968872E0,9.825028903E0
1.656627317E1,-3.023712158E-2,1.347198486E-2,9.824370117E0,9.824425885E0
1.657629217E1,-2.948867798E-2,1.856140137E-2,9.838141479E0,9.838203183E0
1.658631117E1,-2.888992310E-2,1.182540894E-2,9.835297394E0,9.835346933E0
1.659633017E1,-3.323089600E-2,1.721420288E-2,9.840237122E0,9.840308289E0
1.660634917E1,-3.592529297E-2,2.634521484E-2,9.827513580E0,9.827614556E0
1.661636817E1,-3.517684937E-2,2.140548706E-2,9.824968872E0,9.825055162E0
1.662638717E1,-2.649490356E-2,1.691482544E-2,9.833052063E0,9.833102306E0
1.663640617E1,-2.993774414E-2,1.496887207E-2,9.845027161E0,9.845084059E0
1.664642517E1,-2.380050659E-2,1.032852173E-2,9.843230896E0,9.843265089E0
1.665644517E1,-2.185455322E-2,1.047821045E-2,9.823921051E0,9.823950948E0
1.666646417E1,-2.409988403E-2,1.002914429E-2,9.832303619E0,9.832338270E0
1.667648317E1,-2.888992310E-2,1.047821045E-2,9.836794281E0,9.836842285E0
1.668650217E1,-2.918930054E-2,1.960922241E-2,9.853559418E0,9.853622163E0
1.669652117E1,-2.978805542E-2,2.065704346E-2,9.855954437E0,9.856021099E0
1.670654017E1,-3.382965088E-2,2.050735474E-2,9.831704865E0,9.831784453E0
1.671655917E1,-3.188369751E-2,1.706451416E-2,9.830956421E0,9.831022933E0
1.672657817E1,-3.966751099E-2,1.796264648E-2,9.830657043E0,9.830753485E0
1.673659717E1,-4.041595459E-2,1.526824951E-2,9.838440857E0,9.838535717E0
1.674661617E1,-2.859054565E-2,6.286926270E-3,9.843979340E0,9.844022866E0
1.675663517E1,-2.709365845E-2,9.879455566E-3,9.825867004E0,9.825909325E0
1.676665417E1,-2.305206299E-2,1.362167358E-2,9.825867004E0,9.825903487E0
1.677667317E1,-2.409988403E-2,1.242416382E-2,9.829309845E0,9.829347241E0
1.678669217E1,-2.829116821E-2,1.152603149E-2,9.826765137E0,9.826812621E0
1.679671117E1,-3.203338623E-2,5.388793945E-3,9.836494904E0,9.836548539E0
1.680673017E1,-3.487747192E-2,2.694396973E-3,9.833351440E0,9.833413662E0
1.681674917E1,-3.338058472E-2,1.227447510E-2,9.837842102E0,9.837906391E0
1.682676817E1,-3.263214111E-2,1.002914429E-2,9.833650818E0,9.833710075E0
1.683678717E1,-2.993774414E-2,1.197509766E-2,9.839189301E0,9.839242134E0
1.684680617E1,-4.026626587E-2,2.754272461E-2,9.826615448E0,9.826736546E0
1.685682517E1,-3.143463135E-2,1.377136230E-2,9.833800507E0,9.833860391E0
1.686684417E1,-3.323089600E-2,1.721420288E-2,9.822573853E0,9.822645148E0
1.687686317E1,-4.056564331E-2,1.901046753E-2,9.833650818E0,9.833752863E0
1.688688217E1,-3.128494263E-2,1.017883301E-2,9.835447083E0,9.835502106E0
1.689690117E1,-3.532653809E-2,7.783813477E-3,9.830956421E0,9.831022973E0
1.690692017E1,-3.397933960E-2,1.616638184E-2,9.841284943E0,9.841356882E0
1.691693917E1,-2.424957275E-2,8.681945801E-3,9.841284943E0,9.841318648E0
1.692695817E1,-3.427871704E-2,7.334747314E-3,9.840237122E0,9.840299560E0
1.693697717E1,-3.083587646E-2,1.332229614E-2,9.843530273E0,9.843587587E0
1.694699617E1,-3.847000122E-2,1.212478638E-2,9.818532257E0,9.818615108E0
1.695701617E1,-1.751358032E-2,1.392105103E-2,9.853559418E0,9.853584816E0
1.696703517E1,-2.649490356E-2,-1.496887207E-3,9.829609222E0,9.829645044E0
1.697705417E1,-3.308120728E-2,2.380050659E-2,9.837991791E0,9.838076199E0
1.698707317E1,-3.472778320E-2,1.451980591E-2,9.832004242E0,9.832076294E0
1.699709217E1,-2.245330811E-2,1.945953369E-3,9.814191284E0,9.814217162E0
1.700711117E1,-2.365081787E-2,8.083190918E-3,9.842033386E0,9.842065122E0
1.701713017E1,-2.260299683E-2,1.047821045E-3,9.836794281E0,9.836820305E0
1.702714917E1,-3.023712158E-2,6.735992432E-3,9.847272491E0,9.847321218E0
1.703716817E1,-3.517684937E-2,1.466949463E-2,9.832303619E0,9.832377488E0
1.704718717E1,-3.547622681E-2,1.481918335E-2,9.805958405E0,9.806033775E0
1.705720617E1,-2.694396973E-2,1.407073975E-2,9.849966888E0,9.850013790E0
1.706722517E1,-2.769241333E-2,7.484436035E-3,9.847422180E0,9.847463962E0
1.707724417E1,-4.834945679E-2,6.436614990E-3,9.832004242E0,9.832125229E0
1.708726317E1,-3.936813354E-2,2.125579834E-2,9.834698639E0,9.834800404E0
1.709728217E1,-2.424957275E-2,1.257385254E-2,9.810748444E0,9.810786470E0
1.710730117E1,-3.936813354E-2,2.065704346E-2,9.836494904E0,9.836595374E0
1.711732017E1,-2.978805542E-2,1.466949463E-2,9.848170624E0,9.848226600E0
1.712733917E1,-2.814147949E-2,1.661544800E-2,9.839189301E0,9.839243574E0
1.713735817E1,-3.128494263E-2,1.137634277E-2,9.850715332E0,9.850771580E0
1.714737717E1,-4.071533203E-2,1.960922241E-2,9.809850311E0,9.809954403E0
1.715739617E1,-3.876937866E-2,9.430389404E-3,9.836794281E0,9.836875201E0
1.716741517E1,-3.502716064E-2,8.831634521E-3,9.844578094E0,9.844644369E0
1.717743417E1,-3.547622681E-2,1.092727661E-2,9.831704865E0,9.831774942E0
1.718745317E1,-3.502716064E-2,4.191284180E-3,9.835746460E0,9.835809722E0
1.719747217E1,-3.308120728E-2,6.586303711E-3,9.815239105E0,9.815297063E0
1.720749117E1,-2.978805542E-2,2.215393066E-2,9.829160156E0,9.829230260E0
1.721751017E1,-3.547622681E-2,9.580078125E-3,9.848619690E0,9.848688245E0
1.722752917E1,-2.978805542E-2,8.831634521E-3,9.836644592E0,9.836693660E0
1.723754917E1,-2.888992310E-2,1.916015625E-2,9.839937744E0,9.839998808E0
1.724756817E1,-3.218307495E-2,1.332229614E-2,9.812694397E0,9.812756216E0
1.725758717E1,-3.128494263E-2,1.616638184E-2,9.827663269E0,9.827726361E0
1.726760617E1,-3.951782227E-2,1.347198486E-2,9.831255798E0,9.831344452E0
1.727762517E1,-3.382965088E-2,1.032852173E-2,9.834548950E0,9.834612559E0
1.728764417E1,-3.876937866E-2,1.601669312E-2,9.850266266E0,9.850355583E0
1.729766317E1,-2.799179077E-2,2.260299683E-2,9.824070740E0,9.824136620E0
1.730768217E1,-3.008743286E-2,1.092727661E-2,9.823322296E0,9.823374450E0
1.731770087E1,-2.260299683E-2,8.681945801E-3,9.836943970E0,9.836973769E0
1.732771988E1,-3.248245239E-2,1.451980591E-2,9.829758911E0,9.829823304E0
1.733773887E1,-3.787124634E-2,1.766326904E-2,9.836345215E0,9.836433978E0
1.734775787E1,-2.888992310E-2,1.272354126E-2,9.840237122E0,9.840287756E0
1.735777687E1,-3.547622681E-2,1.242416382E-2,9.821076965E0,9.821148898E0
1.736779587E1,-3.891906738E-2,2.469863892E-2,9.821975098E0,9.822083258E0
1.737781487E1,-3.457809448E-2,2.679428101E-2,9.830956421E0,9.831053745E0
1.738783388E1,-3.278182983E-2,1.466949463E-2,9.848619690E0,9.848685173E0
1.739785288E1,-2.380050659E-2,1.272354126E-2,9.843081207E0,9.843118205E0
1.740787187E1,-2.859054565E-2,7.185058594E-3,9.835596771E0,9.835640950E0
1.741789087E1,-3.173400879E-2,1.167572021E-2,9.825717316E0,9.825775498E0
1.742790987E1,-2.424957275E-2,8.981323242E-3,9.826016693E0,9.826050720E0
1.743792887E1,-4.011657715E-2,1.437011719E-2,9.838440857E0,9.838533139E0
1.744794787E1,-3.682342529E-2,6.885681152E-3,9.832902374E0,9.832973735E0
1.745796688E1,-3.697311401E-2,1.137634277E-2,9.818532257E0,9.818608461E0
1.746798587E1,-3.038681030E-2,1.796264648E-2,9.833201752E0,9.833265109E0
1.747800487E1,-2.933898926E-2,1.826202393E-2,9.821226654E0,9.821287455E0
1.748802387E1,-3.353027344E-2,1.167572021E-2,9.833201752E0,9.833265851E0
1.749804287E1,-2.694396973E-2,1.721420288E-2,9.834698639E0,9.834750613E0
1.750805887E1,-3.727249146E-2,1.122665405E-2,9.833351440E0,9.833428488E0
1.751806787E1,-3.233276367E-2,1.257385254E-2,9.836494904E0,9.836556079E0
1.752807687E1,-3.173400879E-2,1.481918335E-2,9.825717316E0,9.825779736E0
1.753808687E1,-3.143463135E-2,2.215393066E-2,9.828561401E0,9.828636638E0
1.754809687E1,-3.502716064E-2,9.131011963E-3,9.839338989E0,9.839405573E0
1.755810587E1,-3.667373657E-2,1.661544800E-2,9.840237122E0,9.840319489E0
1.756811588E1,-3.233276367E-2,2.125579834E-2,9.830058289E0,9.830134443E0
1.757812587E1,-4.071533203E-2,2.320175171E-2,9.823621674E0,9.823733447E0
1.758813587E1,-2.454895020E-2,1.302291870E-2,9.831854553E0,9.831893826E0
1.759814587E1,-2.844085693E-2,8.083190918E-3,9.834848328E0,9.834892773E0
1.760815588E1,-2.784210205E-2,1.167572021E-2,9.834548950E0,9.834595292E0
1.761816587E1,-2.634521484E-2,1.002914429E-2,9.823921051E0,9.823961496E0
1.762817587E1,-2.499801636E-2,1.541793823E-2,9.825118561E0,9.825162459E0
1.763818487E1,-2.933898926E-2,1.407073975E-2,9.836494904E0,9.836548721E0
1.764819488E1,-2.829116821E-2,9.729766846E-3,9.837542725E0,9.837588216E0
1.765820487E1,-2.589614868E-2,1.182540894E-2,9.833501129E0,9.833542338E0
1.766821587E1,-2.589614868E-2,1.511856079E-2,9.837393036E0,9.837438738E0
1.767822587E1,-3.412902832E-2,1.017883301E-2,9.815388794E0,9.815453407E0
1.768823588E1,-3.472778320E-2,1.646575928E-2,9.828711090E0,9.828786234E0
1.769824587E1,-3.203338623E-2,-3.143463135E-3,9.829609222E0,9.829661921E0
1.770825587E1,-3.023712158E-2,7.634124756E-3,9.841883698E0,9.841933107E0
1.771826587E1,-3.008743286E-2,1.167572021E-2,9.850116577E0,9.850169448E0
1.772827588E1,-3.517684937E-2,9.131011963E-3,9.811646576E0,9.811713883E0
1.773828487E1,-3.906875610E-2,1.032852173E-2,9.834399261E0,9.834482288E0
1.774829487E1,-2.859054565E-2,1.691482544E-2,9.818831635E0,9.818887829E0
1.775830487E1,-2.918930054E-2,-3.742218018E-3,9.840087433E0,9.840131437E0
1.776831488E1,-2.574645996E-2,8.831634521E-3,9.851763153E0,9.851800754E0
1.777832487E1,-2.933898926E-2,3.293151855E-3,9.829010468E0,9.829054807E0
1.778833487E1,-2.679428101E-2,1.541793823E-2,9.830207977E0,9.830256585E0
1.779834487E1,-2.903961182E-2,2.035766602E-2,9.825268250E0,9.825332254E0
1.780835488E1,-3.382965088E-2,2.005828857E-2,9.839788055E0,9.839866653E0
1.781836487E1,-3.847000122E-2,1.362167358E-2,9.847721558E0,9.847806120E0
1.782837387E1,-4.041595459E-2,1.706451416E-2,9.831555176E0,9.831653056E0
1.783838387E1,-2.933898926E-2,1.856140137E-2,9.820478210E0,9.820539577E0
1.784839387E1,-3.233276367E-2,1.721420288E-2,9.811945953E0,9.812014326E0
1.785840387E1,-2.903961182E-2,1.377136230E-2,9.842482452E0,9.842534926E0
1.786841387E1,-3.547622681E-2,5.538482666E-3,9.845925293E0,9.845990763E0
1.787842388E1,-3.248245239E-2,4.790039062E-3,9.826615448E0,9.826670302E0
1.788843287E1,-3.562591553E-2,4.939727783E-3,9.827663269E0,9.827729083E0
1.789844287E1,-2.065704346E-2,-5.987548828E-4,9.821226654E0,9.821248396E0
1.790845187E1,-2.963836670E-2,1.751358032E-2,9.824968872E0,9.825029185E0
1.791846188E1,-3.607498169E-2,1.167572021E-2,9.837393036E0,9.837466110E0
1.792847087E1,-3.981719971E-2,4.340972900E-3,9.836345215E0,9.836426762E0
1.793847987E1,-2.903961182E-2,3.053649902E-2,9.849667511E0,9.849757655E0
1.794848987E1,-3.308120728E-2,2.469863892E-2,9.832303619E0,9.832390292E0
1.795849887E1,-2.604583740E-2,1.916015625E-2,9.817334747E0,9.817387995E0
1.796850987E1,-3.038681030E-2,1.556762695E-2,9.839788055E0,9.839847290E0
1.797851987E1,-3.098556519E-2,1.422042847E-2,9.818382568E0,9.818441759E0
1.798852987E1,-3.068618774E-2,1.422042847E-2,9.853709106E0,9.853767149E0
1.799853987E1,-2.694396973E-2,5.538482666E-3,9.827363892E0,9.827402389E0
1.800854987E1,-3.353027344E-2,8.083190918E-3,9.811496887E0,9.811557511E0
1.801855887E1,-3.068618774E-2,2.320175171E-2,9.835896149E0,9.835971381E0
1.802856888E1,-3.143463135E-2,1.841171265E-2,9.820777588E0,9.820845155E0
1.803857787E1,-3.936813354E-2,1.002914429E-2,9.843979340E0,9.844063169E0
1.804858787E1,-3.442840576E-2,1.437011719E-2,9.838590546E0,9.838661278E0
1.805859687E1,-3.562591553E-2,1.062789917E-2,9.820328522E0,9.820398894E0
1.806860688E1,-2.395019531E-2,2.245330811E-3,9.836045837E0,9.836075252E0
1.807861687E1,-2.484832764E-2,8.981323242E-3,9.822124786E0,9.822160324E0
1.808862687E1,-3.023712158E-2,3.891906738E-3,9.846374359E0,9.846421556E0
1.809863687E1,-2.724334717E-2,-4.340972900E-3,9.836345215E0,9.836383900E0
1.810864687E1,-3.173400879E-2,1.122665405E-2,9.816735992E0,9.816793704E0
1.811865687E1,-4.505630493E-2,1.571731567E-2,9.797426147E0,9.797542356E0
1.812866787E1,-2.499801636E-2,2.155517578E-2,9.848619690E0,9.848675003E0
1.813867787E1,-2.948867798E-2,1.377136230E-2,9.822424164E0,9.822478083E0
1.814868788E1,-4.670288086E-2,1.481918335E-2,9.854158173E0,9.854279987E0
1.815869887E1,-3.293151855E-2,1.347198486E-2,9.833351440E0,9.833415812E0
1.816870887E1,-2.829116821E-2,8.981323242E-3,9.803563385E0,9.803608320E0
1.817871887E1,-2.664459229E-2,1.107696533E-2,9.850715332E0,9.850757595E0
1.818872888E1,-2.469863892E-2,7.484436035E-4,9.820927277E0,9.820958362E0
1.819873887E1,-2.439926147E-2,3.891906738E-3,9.856253815E0,9.856284783E0
1.820874887E1,-2.993774414E-2,7.783813477E-3,9.834249573E0,9.834298222E0
1.821875787E1,-3.697311401E-2,1.377136230E-2,9.803264008E0,9.803343402E0
1.822876787E1,-3.278182983E-2,1.392105103E-2,9.839638367E0,9.839702822E0
1.823877787E1,-3.233276367E-2,2.694396973E-2,9.825118561E0,9.825208706E0
1.824878687E1,-3.263214111E-2,1.841171265E-2,9.842931519E0,9.843002831E0
1.825879588E1,-4.056564331E-2,1.451980591E-2,9.838889923E0,9.838984262E0
1.826880587E1,-2.963836670E-2,9.131011963E-3,9.818981323E0,9.819030300E0
1.827881587E1,-2.559677124E-2,7.035369873E-3,9.820478210E0,9.820514089E0
1.828882587E1,-2.454895020E-2,2.140548706E-2,9.811347198E0,9.811401261E0
1.829883588E1,-2.514770508E-2,1.975891113E-2,9.843829651E0,9.843881603E0
1.830884587E1,-3.457809448E-2,1.541793823E-2,9.850865021E0,9.850937773E0
1.831885579E1,-3.936813354E-2,1.916015625E-2,9.832303619E0,9.832401102E0
1.832886479E1,-3.338058472E-2,2.215393066E-2,9.837093658E0,9.837175240E0
1.833887479E1,-3.367996216E-2,6.137237549E-3,9.815089417E0,9.815149121E0
1.834888479E1,-3.502716064E-2,7.783813477E-3,9.837991791E0,9.838057225E0
1.835889379E1,-2.559677124E-2,8.532257080E-3,9.844129028E0,9.844166004E0
1.836890379E1,-2.499801636E-2,4.340972900E-3,9.831255798E0,9.831288538E0
1.837891379E1,-2.619552612E-2,1.347198486E-2,9.843679962E0,9.843724036E0
1.838892479E1,-2.499801636E-2,2.140548706E-2,9.805509338E0,9.805564567E0
1.839893479E1,-3.068618774E-2,1.960922241E-2,9.828112335E0,9.828179803E0
1.840894479E1,-4.161346436E-2,2.574645996E-2,9.828262024E0,9.828383843E0
1.841895479E1,-3.772155762E-2,2.260299683E-2,9.824819183E0,9.824917597E0
1.842896479E1,-3.382965088E-2,1.736389160E-2,9.842931519E0,9.843004969E0
1.843897579E1,-3.757186890E-2,2.200424194E-2,9.816885681E0,9.816982240E0
1.844898679E1,-3.562591553E-2,1.766326904E-2,9.814041595E0,9.814122153E0
