"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.423799312E1,-3.278182983E-2,1.841171265E-2,9.822274475E0,9.822346436E0
3.424800312E1,-3.353027344E-2,1.302291870E-2,9.807904358E0,9.807970319E0
3.425801312E1,-3.173400879E-2,1.002914429E-2,9.831106110E0,9.831162442E0
3.426802212E1,-3.562591553E-2,9.430389404E-3,9.833650818E0,9.833719873E0
3.427803112E1,-3.278182983E-2,1.481918335E-2,9.839189301E0,9.839255071E0
3.428804013E1,-2.724334717E-2,2.544708252E-3,9.833501129E0,9.833539197E0
3.429805012E1,-2.439926147E-2,1.242416382E-2,9.816137238E0,9.816175424E0
3.430805912E1,-3.053649902E-2,1.407073975E-2,9.816286926E0,9.816344507E0
3.431806912E1,-3.038681030E-2,1.541793823E-2,9.826615448E0,9.826674526E0
3.432807775E1,-4.206253052E-2,2.350112915E-2,9.842033386E0,9.842151327E0
3.433808775E1,-3.921844482E-2,1.466949463E-2,9.840087433E0,9.840176521E0
3.434809675E1,-2.933898926E-2,1.511856079E-2,9.823322296E0,9.823377743E0
3.435810575E1,-2.948867798E-2,7.185058594E-3,9.832153931E0,9.832200777E0
3.436811475E1,-2.200424194E-2,-2.993774414E-4,9.830058289E0,9.830082921E0
3.437812475E1,-2.859054565E-2,2.694396973E-3,9.840087433E0,9.840129337E0
3.438813375E1,-2.709365845E-2,3.891906738E-3,9.839488678E0,9.839526750E0
3.439814475E1,-3.113525391E-2,1.317260742E-2,9.828711090E0,9.828769232E0
3.440815375E1,-3.637435913E-2,1.706451416E-2,9.824519806E0,9.824601962E0
3.441816275E1,-2.903961182E-2,2.320175171E-2,9.837093658E0,9.837163883E0
3.442817175E1,-2.799179077E-2,2.859054565E-2,9.841584320E0,9.841665656E0
3.443817975E1,-3.353027344E-2,2.694396973E-2,9.846524048E0,9.846618002E0
3.444818875E1,-2.335144043E-2,1.047821045E-2,9.829010468E0,9.829043791E0
3.445819775E1,-2.574645996E-2,1.212478638E-2,9.820328522E0,9.820369757E0
3.446820675E1,-2.604583740E-2,1.107696533E-2,9.825417938E0,9.825458704E0
3.447821575E1,-3.008743286E-2,3.592529297E-3,9.838889923E0,9.838936583E0
3.448822375E1,-2.859054565E-2,1.122665405E-2,9.837991791E0,9.838039740E0
3.449823275E1,-2.933898926E-2,1.317260742E-2,9.832004242E0,9.832056840E0
3.450824275E1,-4.056564331E-2,2.170486450E-2,9.825567627E0,9.825675339E0
3.451825175E1,-3.787124634E-2,2.424957275E-2,9.826615448E0,9.826718345E0
3.452826175E1,-2.888992310E-2,1.332229614E-2,9.831704865E0,9.831756336E0
3.453827075E1,-1.811233521E-2,-1.167572021E-2,9.854307861E0,9.854331424E0
3.454828075E1,-2.769241333E-2,9.580078125E-3,9.808503113E0,9.808546883E0
3.455828975E1,-3.158432007E-2,1.451980591E-2,9.830207977E0,9.830269440E0
3.456829975E1,-2.035766602E-2,3.891906738E-3,9.830657043E0,9.830678893E0
3.457830975E1,-3.532653809E-2,2.439926147E-2,9.826615448E0,9.826709238E0
3.458831975E1,-4.550537109E-2,2.514770508E-2,9.846224670E0,9.846361938E0
3.459832875E1,-3.847000122E-2,9.580078125E-3,9.831854553E0,9.831934483E0
3.460833775E1,-4.236190796E-2,1.990859985E-2,9.828561401E0,9.828672856E0
3.461834775E1,-3.772155762E-2,3.667373657E-2,9.826316071E0,9.826456910E0
3.462835575E1,-2.185455322E-2,1.437011719E-2,9.833800507E0,9.833835291E0
3.463836475E1,-2.649490356E-2,1.496887207E-4,9.850266266E0,9.850301899E0
3.464837375E1,-3.158432007E-2,-2.694396973E-3,9.834399261E0,9.834450349E0
3.465838375E1,-2.799179077E-2,7.035369873E-3,9.827962646E0,9.828005027E0
3.466839375E1,-2.664459229E-2,3.891906738E-3,9.827962646E0,9.827999535E0
3.467840375E1,-3.697311401E-2,1.796264648E-2,9.822573853E0,9.822659862E0
3.468841275E1,-3.802093506E-2,2.724334717E-2,9.841883698E0,9.841994844E0
3.469842275E1,-3.652404785E-2,2.200424194E-2,9.845775604E0,9.845867937E0
3.470843275E1,-3.412902832E-2,2.454895020E-2,9.824220428E0,9.824310381E0
3.471844275E1,-2.559677124E-2,1.706451416E-2,9.829160156E0,9.829208298E0
3.472845275E1,-3.068618774E-2,1.601669312E-2,9.806108093E0,9.806169186E0
3.473846175E1,-2.215393066E-2,-2.993774414E-4,9.856852570E0,9.856877470E0
3.474847075E1,-2.993774414E-3,8.981323242E-3,9.826765137E0,9.826769697E0
3.475848075E1,-3.981719971E-2,-5.538482666E-3,9.859247589E0,9.859329547E0
3.476848975E1,-2.993774414E-2,4.191284180E-3,9.817185059E0,9.817231601E0
3.477849875E1,-2.469863892E-2,2.529739380E-2,9.804461517E0,9.804525263E0
3.478850775E1,-4.326004028E-2,8.981323242E-3,9.831255798E0,9.831355078E0
3.479851575E1,-2.499801636E-2,1.631607056E-2,9.815239105E0,9.815284500E0
3.480852475E1,-3.008743286E-2,3.038681030E-2,9.846374359E0,9.846467216E0
3.481853375E1,-3.757186890E-2,-5.987548828E-4,9.837243347E0,9.837315115E0
3.482854275E1,-2.125579834E-2,8.083190918E-3,9.801318054E0,9.801344436E0
3.483855075E1,-3.143463135E-2,7.634124756E-3,9.813293152E0,9.813346468E0
3.484855975E1,-2.829116821E-2,6.286926270E-3,9.834698639E0,9.834741340E0
3.485856875E1,-1.736389160E-2,-3.891906738E-3,9.864486694E0,9.864502744E0
3.486857775E1,-3.083587646E-2,1.167572021E-2,9.837243347E0,9.837298605E0
3.487858675E1,-4.580474854E-2,1.541793823E-2,9.819280701E0,9.819399639E0
3.488859575E1,-2.844085693E-2,3.203338623E-2,9.815538483E0,9.815631957E0
3.489860575E1,-3.472778320E-2,8.681945801E-3,9.830207977E0,9.830273153E0
3.490861475E1,-3.817062378E-2,8.232879639E-3,9.835746460E0,9.835823972E0
3.491862375E1,-3.412902832E-2,5.239105225E-3,9.844727783E0,9.844788335E0
3.492863375E1,-3.128494263E-2,6.137237549E-3,9.821226654E0,9.821278400E0
3.493864275E1,-2.170486450E-2,2.544708252E-3,9.825567627E0,9.825591930E0
3.494865275E1,-2.724334717E-2,1.377136230E-2,9.826765137E0,9.826812550E0
3.495866275E1,-3.532653809E-2,4.191284180E-3,9.839338989E0,9.839403299E0
3.496867175E1,-2.649490356E-2,1.167572021E-2,9.841734009E0,9.841776598E0
3.497868175E1,-3.053649902E-2,1.856140137E-2,9.834998016E0,9.835062938E0
3.498869175E1,-4.251159668E-2,2.454895020E-2,9.830207977E0,9.830330552E0
3.499870175E1,-3.412902832E-2,2.155517578E-2,9.826016693E0,9.826099606E0
3.500871175E1,-3.667373657E-2,8.532257080E-3,9.817035370E0,9.817107579E0
3.501872175E1,-3.353027344E-2,1.182540894E-2,9.856553192E0,9.856617318E0
3.502873175E1,-2.290237427E-2,1.841171265E-2,9.821675720E0,9.821719680E0
3.503874075E1,-3.233276367E-2,6.735992432E-3,9.838141479E0,9.838196916E0
3.504874975E1,-2.409988403E-2,1.377136230E-2,9.830207977E0,9.830247165E0
3.505875875E1,-2.993774414E-2,5.688171387E-3,9.811496887E0,9.811544210E0
3.506876875E1,-3.757186890E-2,1.182540894E-2,9.842033386E0,9.842112205E0
3.507877775E1,-2.814147949E-2,1.302291870E-2,9.827064514E0,9.827113437E0
3.508878675E1,-3.802093506E-2,1.945953369E-2,9.840386810E0,9.840479503E0
3.509879575E1,-3.757186890E-2,2.035766602E-2,9.832303619E0,9.832396480E0
3.510880475E1,-3.308120728E-2,1.751358032E-2,9.809550934E0,9.809622348E0
3.511881375E1,-2.948867798E-2,1.481918335E-2,9.849218445E0,9.849273738E0
3.512882375E1,-2.365081787E-2,8.681945801E-3,9.822274475E0,9.822306786E0
3.513883375E1,-2.978805542E-2,1.496887207E-3,9.832752686E0,9.832797920E0
3.514884375E1,-3.098556519E-2,1.496887207E-4,9.839189301E0,9.839238091E0
3.515885375E1,-1.676513672E-2,1.227447510E-2,9.820927277E0,9.820949257E0
3.516886375E1,-3.502716064E-2,8.831634521E-3,9.851014709E0,9.851080941E0
3.517887375E1,-4.326004028E-2,1.437011719E-2,9.824669495E0,9.824775245E0
3.518888275E1,-2.829116821E-2,1.242416382E-2,9.825268250E0,9.825316836E0
3.519889275E1,-2.739303589E-2,1.916015625E-2,9.832752686E0,9.832809510E0
3.520890275E1,-4.340972900E-2,1.736389160E-2,9.807305603E0,9.807417045E0
3.521891175E1,-3.308120728E-2,2.020797729E-2,9.849966888E0,9.850043169E0
3.522892175E1,-2.888992310E-2,7.334747314E-3,9.851014709E0,9.851059802E0
3.523893075E1,-2.649490356E-2,1.107696533E-2,9.842781830E0,9.842823722E0
3.524894075E1,-2.993774414E-2,7.933502197E-3,9.837243347E0,9.837292101E0
3.525894975E1,-2.050735474E-2,6.586303711E-3,9.810748444E0,9.810772088E0
3.526895975E1,-3.038681030E-2,1.556762695E-2,9.810149689E0,9.810209102E0
3.527896875E1,-3.233276367E-2,1.466949463E-2,9.823921051E0,9.823985211E0
3.528897875E1,-3.113525391E-2,1.676513672E-2,9.842931519E0,9.842995040E0
3.529898775E1,-3.397933960E-2,2.439926147E-2,9.826016693E0,9.826105738E0
3.530899675E1,-3.891906738E-2,2.335144043E-2,9.801467743E0,9.801572828E0
3.531900575E1,-2.963836670E-2,2.978805542E-2,9.814790039E0,9.814879993E0
3.532901600E1,-3.203338623E-2,1.811233521E-2,9.837243347E0,9.837312177E0
3.533902500E1,-3.053649902E-2,1.107696533E-2,9.842183075E0,9.842236680E0
3.534903400E1,-2.814147949E-2,1.017883301E-2,9.846524048E0,9.846569523E0
3.535904300E1,-2.829116821E-2,1.212478638E-2,9.831106110E0,9.831154293E0
3.536905200E1,-3.188369751E-2,2.035766602E-2,9.812844086E0,9.812917000E0
3.537906200E1,-3.203338623E-2,1.511856079E-2,9.831555176E0,9.831618986E0
3.538907100E1,-2.320175171E-2,6.885681152E-3,9.824819183E0,9.824848992E0
3.539908000E1,-4.056564331E-2,-8.981323242E-4,9.852361908E0,9.852445460E0
3.540908900E1,-3.218307495E-2,1.496887207E-2,9.824519806E0,9.824583922E0
3.541909900E1,-2.859054565E-2,1.691482544E-2,9.821376343E0,9.821432523E0
3.542910800E1,-3.592529297E-2,8.532257080E-3,9.815388794E0,9.815458247E0
3.543911800E1,-3.832031250E-2,1.347198486E-2,9.816735992E0,9.816820029E0
3.544912700E1,-3.532653809E-2,1.272354126E-2,9.855056305E0,9.855127834E0
3.545913700E1,-2.724334717E-2,2.395019531E-3,9.846673737E0,9.846711716E0
3.546914800E1,-3.457809448E-2,2.439926147E-2,9.828411713E0,9.828502824E0
3.547915700E1,-3.113525391E-2,2.499801636E-2,9.817035370E0,9.817116570E0
3.548916600E1,-3.412902832E-2,2.305206299E-2,9.823921051E0,9.824007380E0
3.549917500E1,-3.158432007E-2,1.811233521E-2,9.842781830E0,9.842849170E0
3.550918400E1,-2.739303589E-2,9.729766846E-3,9.843380585E0,9.843423509E0
3.551919200E1,-2.574645996E-2,1.930984497E-2,9.822873230E0,9.822925951E0
3.552920100E1,-2.993774414E-2,1.781295776E-2,9.810449066E0,9.810510917E0
3.553921000E1,-3.577560425E-2,1.511856079E-2,9.815089417E0,9.815166260E0
3.554921900E1,-3.248245239E-2,1.706451416E-2,9.832602997E0,9.832671458E0
3.555922800E1,-2.888992310E-2,1.212478638E-2,9.848919067E0,9.848968902E0
3.556923700E1,-2.514770508E-2,1.212478638E-2,9.827064514E0,9.827104171E0
3.557924600E1,-2.888992310E-2,1.676513672E-2,9.815239105E0,9.815295940E0
3.558925600E1,-2.709365845E-2,7.783813477E-3,9.808802490E0,9.808842997E0
3.559926600E1,-2.963836670E-2,1.152603149E-2,9.826016693E0,9.826068152E0
3.560927600E1,-2.963836670E-2,1.242416382E-2,9.836943970E0,9.836996465E0
3.561928600E1,-2.933898926E-2,1.092727661E-2,9.831555176E0,9.831605024E0
3.562929500E1,-2.424957275E-2,4.340972900E-3,9.822124786E0,9.822155680E0
3.563930500E1,-2.754272461E-2,7.933502197E-3,9.826166382E0,9.826208186E0
3.564931500E1,-2.245330811E-2,1.960922241E-2,9.828860779E0,9.828905986E0
3.565932500E1,-2.933898926E-2,1.062789917E-2,9.839638367E0,9.839687846E0
3.566933400E1,-3.772155762E-2,7.035369873E-3,9.850415955E0,9.850490693E0
3.567934300E1,-3.218307495E-2,1.886077881E-2,9.822274475E0,9.822345308E0
3.568935300E1,-3.083587646E-2,2.275268555E-2,9.819580078E0,9.819654854E0
3.569936300E1,-3.113525391E-2,2.170486450E-2,9.821975098E0,9.822048428E0
3.570937200E1,-3.293151855E-2,1.437011719E-2,9.826016693E0,9.826082385E0
3.571938100E1,-4.206253052E-2,1.796264648E-2,9.835596771E0,9.835703115E0
3.572939000E1,-2.859054565E-2,1.691482544E-2,9.828112335E0,9.828168477E0
3.573939900E1,-3.143463135E-2,3.173400879E-2,9.811945953E0,9.812047624E0
3.574940800E1,-2.874023438E-2,2.290237427E-2,9.827962646E0,9.828031354E0
3.575941700E1,-2.888992310E-2,1.781295776E-2,9.836345215E0,9.836403769E0
3.576942600E1,-2.844085693E-2,2.290237427E-2,9.851463776E0,9.851531451E0
3.577943500E1,-1.451980591E-2,2.574645996E-2,9.874366150E0,9.874410391E0
3.578944300E1,-3.128494263E-2,6.885681152E-3,9.752070465E0,9.752123077E0
3.579945200E1,-3.098556519E-2,7.484436035E-3,9.873318329E0,9.873369787E0
3.580946000E1,-7.484436035E-4,9.131011963E-3,9.785451050E0,9.785455339E0
3.581946900E1,-2.709365845E-2,5.688171387E-3,9.859397278E0,9.859436145E0
3.582947800E1,-3.472778320E-2,1.541793823E-2,9.873168640E0,9.873241754E0
3.583948600E1,-2.784210205E-2,7.035369873E-3,9.776619415E0,9.776661591E0
3.584949400E1,-4.370910645E-2,2.305206299E-2,9.879455566E0,9.879579150E0
3.585950400E1,-2.589614868E-2,2.664459229E-2,9.783804474E0,9.783875026E0
3.586951200E1,-3.502716064E-2,3.128494263E-2,9.834698639E0,9.834810774E0
3.587952100E1,-3.203338623E-2,2.739303589E-2,9.850865021E0,9.850955191E0
3.588953000E1,-2.978805542E-2,1.451980591E-2,9.804461517E0,9.804517520E0
3.589954000E1,-2.799179077E-2,1.212478638E-2,9.868677979E0,9.868725125E0
3.590954800E1,-1.975891113E-2,2.185455322E-2,9.796078949E0,9.796123254E0
3.591955800E1,-2.424957275E-2,1.721420288E-2,9.835297394E0,9.835342353E0
3.592956700E1,-2.469863892E-2,1.631607056E-2,9.843530273E0,9.843574782E0
3.593957600E1,-2.829116821E-2,1.227447510E-2,9.822873230E0,9.822921640E0
3.594958500E1,-3.038681030E-2,1.736389160E-2,9.856253815E0,9.856315951E0
3.595959300E1,-3.876937866E-2,1.437011719E-2,9.826765137E0,9.826852121E0
3.596960200E1,-2.439926147E-2,3.382965088E-2,9.892777863E0,9.892865793E0
3.597961100E1,-3.906875610E-2,7.783813477E-3,9.784852295E0,9.784933387E0
3.598962000E1,-3.652404785E-2,1.901046753E-2,9.829758911E0,9.829845149E0
3.599962900E1,-1.511856079E-2,9.280700684E-3,9.744735718E0,9.744751865E0
3.600963800E1,-3.757186890E-2,2.320175171E-2,9.836494904E0,9.836594022E0
3.601964700E1,-2.993774414E-2,1.152603149E-2,9.890532532E0,9.890584557E0
3.602965600E1,-4.011657715E-2,2.395019531E-2,9.841883698E0,9.841994598E0
3.603966500E1,-4.595443726E-2,2.918930054E-2,9.844578094E0,9.844728624E0
3.604967400E1,-2.918930054E-2,2.350112915E-2,9.776619415E0,9.776691235E0
3.605968400E1,-2.020797729E-2,1.691482544E-2,9.844578094E0,9.844613366E0
3.606969300E1,-3.891906738E-2,1.317260742E-2,9.857451324E0,9.857536955E0
3.607970300E1,-3.832031250E-2,7.484436035E-3,9.857900391E0,9.857977712E0
3.608971200E1,-2.903961182E-2,7.035369873E-3,9.814939728E0,9.814985209E0
3.609972200E1,-2.574645996E-2,1.392105103E-2,9.813442841E0,9.813486489E0
3.610973100E1,-1.032852173E-2,2.080673218E-2,9.863438873E0,9.863466227E0
3.611974000E1,-2.395019531E-2,7.185058594E-3,9.820328522E0,9.820360355E0
3.612975000E1,-4.625381470E-2,2.125579834E-2,9.842332764E0,9.842464399E0
3.613976000E1,-3.517684937E-2,2.230361938E-2,9.816586304E0,9.816674667E0
3.614976900E1,-3.607498169E-2,1.137634277E-2,9.805060272E0,9.805133236E0
3.615977900E1,-3.712280273E-2,1.930984497E-2,9.870174866E0,9.870263566E0
3.616978800E1,-2.589614868E-2,1.901046753E-2,9.826465759E0,9.826518271E0
3.617979700E1,-2.903961182E-2,5.987548828E-3,9.819430389E0,9.819475155E0
3.618980700E1,-2.320175171E-2,2.110610962E-2,9.820927277E0,9.820977363E0
3.619981700E1,-9.729766846E-3,1.586700439E-2,9.816137238E0,9.816154883E0
3.620982600E1,-2.454895020E-2,3.742218018E-3,9.861941986E0,9.861973250E0
3.621983600E1,-2.290237427E-2,1.062789917E-2,9.807754669E0,9.807787167E0
3.622984500E1,-2.993774414E-2,2.230361938E-2,9.805060272E0,9.805131343E0
3.623985500E1,-2.963836670E-2,2.020797729E-2,9.794132996E0,9.794198688E0
3.624986400E1,-3.412902832E-2,2.080673218E-2,9.859996033E0,9.860077052E0
3.625987400E1,-1.945953369E-2,1.541793823E-2,9.873917084E0,9.873948297E0
3.626988300E1,-3.457809448E-2,9.131011963E-3,9.824519806E0,9.824584899E0
3.627989200E1,-3.742218018E-2,2.335144043E-2,9.803862762E0,9.803961994E0
3.628990200E1,-2.649490356E-2,1.451980591E-2,9.784852295E0,9.784898939E0
3.629991100E1,-3.802093506E-2,1.332229614E-2,9.837991791E0,9.838074281E0
3.630992000E1,-2.589614868E-2,8.681945801E-3,9.851912842E0,9.851950702E0
3.631992900E1,-3.203338623E-2,1.062789917E-2,9.829459534E0,9.829517476E0
3.632993667E1,-5.523513794E-2,5.568420410E-2,9.807155914E0,9.807469540E0
3.633994567E1,-4.101470947E-2,4.969665527E-2,9.832153931E0,9.832365071E0
3.634995567E1,-4.475692749E-2,-6.586303711E-3,9.815239105E0,9.815343359E0
3.635996467E1,-1.137634277E-2,5.119354248E-2,9.831854553E0,9.831994414E0
3.636997367E1,-1.092727661E-2,-1.152603149E-2,9.815239105E0,9.815251955E0
3.637998267E1,-1.347198486E-3,-3.008743286E-2,9.780511322E0,9.780557693E0
3.638999167E1,-1.182540894E-2,1.047821045E-2,9.890831909E0,9.890844529E0
3.640000167E1,-2.245330811E-2,-7.634124756E-3,9.847721558E0,9.847750114E0
3.641000967E1,-2.664459229E-2,1.481918335E-2,9.821376343E0,9.821423665E0
3.642001967E1,-4.535568237E-2,5.433700562E-2,9.804012451E0,9.804267938E0
3.643002867E1,-5.134323120E-2,3.847000122E-2,9.800569611E0,9.800779600E0
3.644003867E1,-3.233276367E-2,3.098556519E-2,9.848619690E0,9.848721506E0
3.645004867E1,-4.400848389E-2,3.128494263E-2,9.862840118E0,9.862987919E0
3.646005767E1,-3.832031250E-2,2.769241333E-2,9.830657043E0,9.830770734E0
3.647006567E1,-1.945953369E-2,-7.035369873E-3,9.817334747E0,9.817356554E0
3.648007467E1,-1.257385254E-2,-2.844085693E-3,9.817484436E0,9.817492900E0
3.649008367E1,-1.392105103E-2,7.484436035E-3,9.819580078E0,9.819592798E0
3.650009367E1,-2.200424194E-2,-5.538482666E-3,9.857002258E0,9.857028375E0
3.651010267E1,-2.305206299E-2,1.721420288E-2,9.836345215E0,9.836387290E0
3.652011167E1,-4.625381470E-2,3.607498169E-2,9.815987549E0,9.816162813E0
3.653012167E1,-3.876937866E-2,4.086502075E-2,9.812245331E0,9.812407016E0
3.654013067E1,-4.116439819E-2,3.188369751E-2,9.812694397E0,9.812832537E0
3.655014067E1,-4.520599365E-2,2.888992310E-2,9.846823425E0,9.846969573E0
3.656014967E1,-2.799179077E-2,2.544708252E-2,9.840087433E0,9.840160150E0
3.657015867E1,-2.918930054E-2,-1.945953369E-3,9.830207977E0,9.830251506E0
3.658016767E1,-1.407073975E-2,-4.640350342E-3,9.816586304E0,9.816597485E0
3.659017667E1,-2.260299683E-2,2.544708252E-3,9.824669495E0,9.824695825E0
3.660018667E1,-1.706451416E-2,6.735992432E-3,9.854756927E0,9.854774004E0
3.661019567E1,-2.574645996E-2,9.430389404E-3,9.839338989E0,9.839377194E0
3.662020467E1,-3.742218018E-2,1.871109009E-2,9.843230896E0,9.843319816E0
3.663021367E1,-4.206253052E-2,3.742218018E-2,9.833201752E0,9.833362923E0
3.664022267E1,-3.936813354E-2,3.382965088E-2,9.831704865E0,9.831841884E0
3.665023067E1,-4.266128540E-2,3.517684937E-2,9.834698639E0,9.834854077E0
3.666023967E1,-3.128494263E-2,1.871109009E-2,9.830657043E0,9.830724630E0
3.667024867E1,-1.676513672E-2,8.681945801E-3,9.829459534E0,9.829477665E0
3.668025767E1,-1.586700439E-2,4.640350342E-3,9.824519806E0,9.824533715E0
3.669026667E1,-8.382568359E-3,9.131011963E-3,9.822723541E0,9.822731362E0
3.670027567E1,-2.859054565E-2,4.640350342E-3,9.838291168E0,9.838333805E0
3.671028467E1,-2.978805542E-2,1.721420288E-2,9.836045837E0,9.836106007E0
3.672029267E1,-3.382965088E-2,3.367996216E-2,9.843679962E0,9.843795710E0
3.673030167E1,-3.218307495E-2,3.308120728E-2,9.822124786E0,9.822233220E0
3.674030967E1,-3.697311401E-2,3.143463135E-2,9.806257782E0,9.806377865E0
3.675031867E1,-3.697311401E-2,2.290237427E-2,9.833052063E0,9.833148245E0
3.676032667E1,-2.619552612E-2,1.062789917E-2,9.830657043E0,9.830697690E0
3.677033467E1,-1.736389160E-2,5.688171387E-3,9.843679962E0,9.843696920E0
3.678034367E1,-2.350112915E-2,-1.646575928E-3,9.834399261E0,9.834427479E0
3.679035167E1,-2.170486450E-2,1.347198486E-3,9.821675720E0,9.821699795E0
3.680035967E1,-2.170486450E-2,5.987548828E-3,9.830657043E0,9.830682828E0
3.681036767E1,-2.529739380E-2,1.661544800E-2,9.840835876E0,9.840882419E0
3.682037567E1,-4.370910645E-2,2.215393066E-2,9.841734009E0,9.841856003E0
3.683038367E1,-3.981719971E-2,2.918930054E-2,9.831854553E0,9.831978508E0
3.684039167E1,-3.817062378E-2,3.472778320E-2,9.822424164E0,9.822559721E0
3.685039967E1,-2.993774414E-2,2.395019531E-2,9.818681946E0,9.818756797E0
3.686040767E1,-3.323089600E-2,1.496887207E-2,9.826016693E0,9.826084287E0
3.687041567E1,-3.203338623E-2,1.107696533E-2,9.849218445E0,9.849276766E0
3.688042467E1,-2.709365845E-2,2.005828857E-2,9.839039612E0,9.839097361E0
3.689043367E1,-1.990859985E-2,8.981323242E-3,9.831255798E0,9.831280059E0
3.690044167E1,-2.095642090E-2,1.661544800E-2,9.818083191E0,9.818119616E0
3.691044967E1,-2.619552612E-2,1.646575928E-2,9.835746460E0,9.835795126E0
3.692045867E1,-3.353027344E-2,2.993774414E-2,9.819879456E0,9.819982336E0
3.693046667E1,-3.098556519E-2,2.769241333E-2,9.839638367E0,9.839726122E0
3.694047567E1,-3.128494263E-2,3.547622681E-2,9.832902374E0,9.833016140E0
3.695048467E1,-3.412902832E-2,2.634521484E-2,9.839039612E0,9.839134075E0
3.696049467E1,-3.053649902E-2,2.320175171E-2,9.831255798E0,9.831330600E0
3.697050367E1,-2.784210205E-2,1.407073975E-2,9.834848328E0,9.834897803E0
3.698051367E1,-2.290237427E-2,3.293151855E-3,9.831555176E0,9.831582403E0
3.699052267E1,-2.035766602E-2,4.939727783E-3,9.837243347E0,9.837265652E0
3.700053167E1,-2.874023438E-2,6.885681152E-3,9.843679962E0,9.843724326E0
3.701054067E1,-2.604583740E-2,1.616638184E-2,9.836794281E0,9.836842047E0
3.702055167E1,-3.652404785E-2,1.811233521E-2,9.833501129E0,9.833585639E0
3.703056167E1,-3.517684937E-2,2.380050659E-2,9.828860779E0,9.828952543E0
3.704057167E1,-3.457809448E-2,2.290237427E-2,9.824070740E0,9.824158288E0
3.705058067E1,-2.035766602E-2,2.844085693E-2,9.820029144E0,9.820091431E0
3.706059067E1,-2.709365845E-2,2.619552612E-2,9.829010468E0,9.829082716E0
3.707060067E1,-2.993774414E-2,1.841171265E-2,9.831405487E0,9.831468309E0
3.708061067E1,-2.245330811E-2,5.538482666E-3,9.837393036E0,9.837420219E0
3.709061967E1,-1.886077881E-2,1.646575928E-2,9.840237122E0,9.840268973E0
3.710062967E1,-2.514770508E-2,1.781295776E-2,9.826615448E0,9.826663771E0
3.711063967E1,-2.439926147E-2,2.305206299E-2,9.829758911E0,9.829816223E0
3.712064867E1,-3.427871704E-2,2.335144043E-2,9.824669495E0,9.824757045E0
3.713065767E1,-4.400848389E-2,1.841171265E-2,9.825268250E0,9.825384059E0
3.714066667E1,-3.278182983E-2,2.155517578E-2,9.827064514E0,9.827142832E0
3.715067667E1,-2.933898926E-2,2.200424194E-2,9.826465759E0,9.826534195E0
3.716068567E1,-3.278182983E-2,2.245330811E-2,9.829459534E0,9.829539843E0
3.717069567E1,-2.769241333E-2,1.975891113E-2,9.829908600E0,9.829967465E0
3.718070567E1,-2.439926147E-2,1.960922241E-2,9.844877472E0,9.844927236E0
3.719071467E1,-2.963836670E-2,1.407073975E-2,9.840686188E0,9.840740880E0
3.720072367E1,-3.128494263E-2,1.676513672E-2,9.827513580E0,9.827577677E0
3.721073267E1,-2.320175171E-2,2.245330811E-2,9.824220428E0,9.824273485E0
3.722074167E1,-2.649490356E-2,1.945953369E-2,9.810449066E0,9.810504143E0
3.723075067E1,-3.382965088E-2,1.631607056E-2,9.830058289E0,9.830130041E0
3.724075967E1,-2.709365845E-2,1.871109009E-2,9.835746460E0,9.835801574E0
3.725076867E1,-2.948867798E-2,2.888992310E-2,9.846074982E0,9.846161524E0
3.726077867E1,-2.335144043E-2,1.332229614E-2,9.824370117E0,9.824406902E0
3.727078767E1,-2.424957275E-2,1.332229614E-2,9.833351440E0,9.833390365E0
3.728079667E1,-2.619552612E-2,1.257385254E-2,9.828711090E0,9.828754041E0
3.729080467E1,-2.080673218E-2,1.466949463E-2,9.818831635E0,9.818864638E0
3.730081267E1,-2.140548706E-2,2.005828857E-2,9.829459534E0,9.829503307E0
3.731082167E1,-2.769241333E-2,2.155517578E-2,9.825567627E0,9.825630295E0
3.732082967E1,-3.023712158E-2,2.739303589E-2,9.829758911E0,9.829843585E0
3.733083867E1,-2.679428101E-2,2.080673218E-2,9.837542725E0,9.837601217E0
3.734084667E1,-3.293151855E-2,1.796264648E-2,9.847571869E0,9.847643315E0
3.735085567E1,-3.607498169E-2,9.430389404E-3,9.833201752E0,9.833272447E0
3.736086367E1,-3.233276367E-2,1.212478638E-2,9.829160156E0,9.829220813E0
3.737087267E1,-2.529739380E-2,1.646575928E-2,9.818831635E0,9.818878029E0
3.738088067E1,-2.095642090E-2,1.302291870E-2,9.825417938E0,9.825448917E0
3.739088967E1,-2.155517578E-2,1.511856079E-2,9.829758911E0,9.829794171E0
3.740089867E1,-2.933898926E-2,1.481918335E-2,9.846374359E0,9.846429221E0
3.741090667E1,-2.859054565E-2,1.422042847E-2,9.838740234E0,9.838792052E0
3.742091567E1,-2.963836670E-2,3.053649902E-2,9.828262024E0,9.828354151E0
3.743092467E1,-2.933898926E-2,2.275268555E-2,9.827513580E0,9.827583713E0
3.744093367E1,-3.397933960E-2,1.092727661E-2,9.826914825E0,9.826979647E0
3.745094167E1,-3.532653809E-2,1.167572021E-2,9.833052063E0,9.833122452E0
3.746095067E1,-2.829116821E-2,1.691482544E-2,9.836943970E0,9.836999195E0
